"client_id","card_brand","card_type","current_age","retirement_age","remaining_working_period","birth_year","birth_month","gender","address","per_capita_income","credit_score"
1317,Mastercard,Debit,41,68,27,1978,July,Female,"26 Valley Stream Drive",15157,749
1318,Visa,Credit,18,65,47,2002,February,Female,"521 Mountain View Lane",22397,778
1319,Visa,Debit,19,68,49,2000,March,Female,"671 George Drive",23827,546
1320,Visa,Debit,28,64,36,1991,October,Female,"5225 Bayview Street",13002,604
1321,Visa,Debit,49,66,17,1970,October,Female,"981 Fifth Boulevard",16910,696
1322,Visa,Credit,35,62,27,1984,May,Female,"775 Essex Lane",22319,636
1323,Mastercard,Debit,36,68,32,1983,March,Female,"28 Second Boulevard",15407,719
1324,Mastercard,Debit,45,61,16,1974,November,Female,"535 Hill Boulevard",19065,663
1325,Amex,Credit,23,66,43,1996,March,Female,"459 East Avenue",150583,745
1326,Mastercard,Debit,52,73,21,1968,February,Female,"292 Maple Drive",32610,731
1327,Mastercard,Debit,20,67,47,1999,December,Female,"3183 Burns Boulevard",21093,688
1328,Visa,Credit,28,68,40,1992,January,Female,"441 Rose Lane",41682,600
1329,Mastercard,Debit (Prepaid),24,68,44,1995,March,Female,"6768 Federal Avenue",13739,720
1330,Mastercard,Debit,65,61,-4,1954,December,Female,"35187 West Lane",33097,575
1331,Mastercard,Debit (Prepaid),49,70,21,1971,February,Female,"6661 Mill Lane",24044,718
1332,Visa,Debit,63,68,5,1956,June,Male,"547 West Drive",35269,712
1333,Mastercard,Debit,18,69,51,2001,September,Male,"38 Valley Stream Street",34974,741
1334,Visa,Debit,38,65,27,1981,April,Female,"17 Tenth Avenue",19433,718
1335,Mastercard,Debit,51,66,15,1968,October,Female,"29693 Bayview Drive",47991,836
1336,Visa,Credit,18,67,49,2001,July,Female,"243 Forest Lane",26481,673
1337,Amex,Credit,26,66,40,1993,September,Male,"9249 Third Lane",18946,800
1338,Mastercard,Debit,33,67,34,1986,December,Male,"12 12th Avenue",23060,765
1339,Visa,Credit,25,70,45,1994,August,Male,"9181 Elm Avenue",31600,773
1340,Visa,Debit,53,68,15,1966,August,Male,"815 Hillside Drive",26420,691
1341,Visa,Credit,87,72,-15,1932,August,Male,"4713 First Boulevard",19914,686
1342,Visa,Debit (Prepaid),27,61,34,1993,January,Female,"883 Federal Street",19983,717
1343,Amex,Credit,22,62,40,1997,July,Female,"777 Valley Stream Lane",11951,575
1344,Visa,Credit,61,65,4,1958,November,Male,"186 Forest Avenue",22974,736
1345,Visa,Credit,83,66,-17,1936,September,Female,"7978 Main Lane",24703,804
1346,Visa,Credit,53,65,12,1966,March,Female,"696 Oak Boulevard",17985,655
1347,Mastercard,Debit,64,64,0,1955,May,Female,"893 Littlewood Lane",23756,590
1348,Mastercard,Debit,83,64,-19,1936,June,Male,"873 Summit Street",0,667
1349,Visa,Credit,48,64,16,1971,August,Female,"716 Lake Avenue",13862,799
1350,Mastercard,Debit,22,65,43,1998,February,Female,"637 Main Avenue",21940,651
1351,Mastercard,Credit,18,55,37,2001,December,Female,"892 Third Boulevard",28730,808
1352,Visa,Debit,65,64,-1,1954,March,Female,"8437 Sixth Street",20035,672
1353,Visa,Debit,50,65,15,1970,February,Female,"655 Federal Avenue",21232,816
1354,Mastercard,Debit,34,59,25,1985,April,Male,"7401 Seventh Street",16349,692
1355,Visa,Debit,54,67,13,1966,January,Male,"41 Grant Drive",11703,536
1356,Visa,Credit,84,70,-14,1936,January,Male,"9 Lafayette Lane",19196,733
1357,Amex,Credit,75,65,-10,1944,December,Female,"402 Birch Boulevard",16941,812
1358,Mastercard,Debit (Prepaid),69,70,1,1950,April,Female,"128 Main Street",33808,768
1359,Amex,Credit,35,70,35,1984,July,Female,"316 Lexington Boulevard",22084,691
1360,Visa,Credit,41,61,20,1978,April,Male,"4693 Elm Lane",19066,672
1361,Mastercard,Debit,67,66,-1,1952,December,Male,"9385 Lincoln Drive",14848,638
1362,Mastercard,Debit,58,67,9,1962,January,Male,"3385 Hill Lane",35563,727
1363,Visa,Debit,18,66,48,2002,February,Male,"62715 Sixth Avenue",24121,690
1364,Visa,Credit,47,72,25,1972,November,Male,"37845 Main Street",0,750
1365,Visa,Credit,18,65,47,2002,February,Male,"6039 Valley Stream Street",26752,751
1366,Visa,Debit,25,63,38,1994,September,Female,"212 Lincoln Lane",19617,767
1367,Mastercard,Debit (Prepaid),49,67,18,1970,June,Female,"364 Plum Lane",16801,708
1368,Visa,Credit,29,69,40,1990,May,Female,"637 Littlewood Drive",22059,717
1369,Visa,Credit,59,67,8,1961,January,Female,"535 Grant Boulevard",17585,850
1370,Discover,Credit,62,66,4,1958,January,Female,"99 Fifth Street",25949,709
1371,Visa,Credit,86,65,-21,1933,June,Female,"143 Catherine Boulevard",24516,689
1372,Visa,Debit,76,66,-10,1943,October,Female,"96 Ninth Lane",15005,697
1373,Mastercard,Credit,35,66,31,1984,December,Female,"834 Tenth Lane",16764,764
1374,Visa,Debit,28,66,38,1991,July,Female,"7004 Mill Drive",19463,758
1375,Visa,Credit,23,70,47,1996,April,Female,"532 Lake Drive",35114,717
1376,Visa,Credit,49,68,19,1971,January,Female,"97536 Summit Street",30418,543
1377,Mastercard,Debit,32,68,36,1987,November,Female,"593 Washington Drive",14535,569
1378,Amex,Credit,46,67,21,1973,March,Female,"778 Main Avenue",20013,614
1379,Mastercard,Debit,76,72,-4,1943,June,Male,"93374 11th Street",19780,701
1380,Mastercard,Debit,37,66,29,1982,September,Male,"566 Lexington Drive",20815,736
1381,Mastercard,Debit,79,68,-11,1940,October,Male,"1699 West Lane",24878,690
1382,Amex,Credit,58,65,7,1961,July,Male,"16 Eighth Lane",12693,706
1383,Mastercard,Debit,68,64,-4,1951,April,Female,"315 Norfolk Lane",31849,670
1384,Mastercard,Debit,74,67,-7,1946,January,Female,"528 Lake Drive",22545,721
1385,Mastercard,Credit,51,68,17,1968,July,Female,"5537 Eighth Street",40364,789
1386,Mastercard,Debit,59,62,3,1960,June,Male,"485 Birch Boulevard",18600,712
1387,Visa,Credit,28,65,37,1991,May,Male,"104 First Boulevard",32485,785
1388,Visa,Credit,26,71,45,1993,October,Male,"4379 Lake Avenue",35553,691
1389,Discover,Credit,40,64,24,1979,August,Female,"6950 Federal Avenue",17067,793
1390,Amex,Credit,37,71,34,1982,June,Male,"691 First Lane",29868,850
1391,Visa,Debit,45,59,14,1975,February,Male,"9604 Catherine Drive",25109,631
1392,Mastercard,Debit,24,61,37,1995,May,Male,"5653 North Drive",26023,743
1393,Visa,Debit,52,67,15,1967,April,Female,"6467 Birch Street",16901,692
1394,Visa,Credit,30,58,28,1989,April,Female,"341 Hill Drive",28373,558
1395,Visa,Credit,58,65,7,1961,September,Male,"2687 Burns Avenue",75378,604
1396,Mastercard,Debit (Prepaid),22,61,39,1997,May,Male,"666 Lafayette Lane",22728,732
1397,Visa,Debit (Prepaid),32,72,40,1987,April,Male,"5381 12th Boulevard",17845,710
1398,Mastercard,Credit,52,66,14,1967,April,Male,"304 Third Boulevard",34756,745
1399,Mastercard,Debit,28,71,43,1991,May,Male,"221 Lexington Avenue",19770,707
1400,Visa,Credit,29,71,42,1990,May,Male,"4673 Washington Avenue",12474,698
1401,Visa,Credit,24,71,47,1995,November,Male,"9713 Fourth Lane",17985,739
1402,Mastercard,Debit,35,63,28,1984,October,Male,"626 Federal Drive",47364,590
1403,Mastercard,Debit,74,61,-13,1945,November,Male,"316 Grant Drive",25937,753
1404,Visa,Debit,52,71,19,1967,November,Female,"68 Sixth Avenue",17886,526
1405,Visa,Debit,45,71,26,1974,April,Male,"70 Tenth Boulevard",23910,777
1406,Mastercard,Debit,36,68,32,1983,July,Male,"57 Pine Boulevard",11633,712
1407,Mastercard,Debit,40,71,31,1979,December,Male,"9466 Essex Street",19851,689
1408,Visa,Debit,42,67,25,1978,February,Male,"209 George Avenue",12189,683
1409,Visa,Debit,23,65,42,1996,May,Male,"512 Tenth Street",21668,701
1410,Visa,Debit,22,63,41,1998,January,Female,"7902 Norfolk Drive",21017,571
1411,Visa,Credit,57,66,9,1962,June,Female,"3196 Elm Boulevard",33847,720
1412,Visa,Debit,58,67,9,1961,June,Female,"91 Jefferson Drive",26567,707
1413,Mastercard,Debit,39,65,26,1980,May,Female,"796 Sussex Avenue",15285,685
1414,Mastercard,Credit,71,66,-5,1948,August,Female,"5822 Fourth Boulevard",16835,783
1415,Visa,Credit,28,68,40,1991,December,Male,"243 Wessex Avenue",22081,689
1416,Visa,Credit,73,65,-8,1946,September,Female,"8258 Jefferson Drive",24172,709
1417,Visa,Debit,54,68,14,1965,March,Female,"336 Catherine Lane",25838,835
1418,Visa,Credit,25,69,44,1994,May,Female,"309 River Avenue",13210,752
1419,Mastercard,Debit,53,64,11,1966,September,Female,"634 Grant Boulevard",30157,647
1420,Mastercard,Debit,87,70,-17,1932,August,Female,"673 11th Drive",38514,688
1421,Mastercard,Debit (Prepaid),30,65,35,1989,July,Male,"7691 Ocean View Avenue",16177,740
1422,Visa,Debit,66,66,0,1953,July,Female,"330 Martin Luther King Lane",18340,767
1423,Visa,Credit,23,55,32,1996,March,Female,"989 Hill Avenue",11204,689
1424,Mastercard,Credit,101,68,-33,1918,May,Female,"887 Third Boulevard",13086,761
1425,Mastercard,Debit (Prepaid),88,67,-21,1931,April,Female,"95 Sixth Avenue",19115,809
1426,Mastercard,Credit,22,66,44,1997,April,Female,"37 Norfolk Boulevard",56252,805
1427,Visa,Debit,34,66,32,1985,October,Female,"326 Elm Lane",49477,770
1428,Mastercard,Debit (Prepaid),35,62,27,1984,November,Female,"800 Ninth Boulevard",13963,508
1429,Mastercard,Debit,62,66,4,1957,July,Female,"4823 Lincoln Drive",16459,799
1430,Mastercard,Debit,69,69,0,1950,April,Female,"131 Tenth Avenue",26764,593
1431,Visa,Credit,56,61,5,1963,March,Female,"6134 Littlewood Lane",19327,599
1432,Visa,Debit,42,72,30,1977,August,Male,"78 Lexington Street",34205,741
1433,Mastercard,Debit,73,67,-6,1946,March,Male,"2834 West Street",25381,581
1434,Visa,Debit,62,67,5,1957,October,Male,"8278 Grant Lane",20055,717
1435,Visa,Debit,41,78,37,1978,October,Female,"9872 Lexington Street",45132,703
1436,Mastercard,Debit,21,55,34,1998,August,Female,"729 Wessex Avenue",21992,500
1437,Visa,Debit,77,65,-12,1942,April,Female,"456 Birch Lane",19640,751
1438,Mastercard,Debit,26,64,38,1994,January,Female,"4631 Plum Avenue",14737,700
1439,Mastercard,Debit,28,65,37,1991,November,Female,"5663 Martin Luther King Boulevard",14406,715
1440,Mastercard,Debit,26,58,32,1993,April,Male,"7344 Oak Drive",18965,630
1441,Mastercard,Debit,40,66,26,1979,July,Male,"631 Ocean View Street",23840,737
1442,Mastercard,Debit,41,58,17,1979,January,Male,"1036 Spruce Street",14925,624
1443,Mastercard,Debit,47,69,22,1972,July,Male,"318 Ninth Lane",17175,732
1444,Visa,Debit,64,67,3,1955,October,Male,"8999 Washington Drive",32805,698
1445,Amex,Credit,68,68,0,1951,June,Male,"8199 Park Boulevard",17969,841
1446,Mastercard,Debit,28,61,33,1991,April,Male,"54 Burns Avenue",13811,689
1447,Mastercard,Credit,33,60,27,1987,February,Male,"338 George Avenue",33714,610
1448,Mastercard,Credit,48,70,22,1971,December,Female,"578 Maple Avenue",18899,850
1449,Mastercard,Debit (Prepaid),66,63,-3,1953,June,Male,"5807 Lincoln Street",15334,751
1450,Visa,Debit,22,70,48,1998,February,Male,"440 Littlewood Drive",24500,780
1451,Mastercard,Debit,58,57,-1,1961,April,Female,"9384 Lake Street",20979,719
1452,Mastercard,Debit,46,59,13,1973,May,Female,"524 Ocean Drive",95039,660
1453,Mastercard,Debit,37,73,36,1982,November,Female,"4830 Ocean Drive",17716,641
1454,Visa,Credit,30,64,34,1990,January,Male,"7051 West Drive",17564,748
1455,Visa,Credit,36,67,31,1983,December,Male,"83 Sixth Drive",16838,713
1456,Discover,Credit,48,70,22,1971,August,Male,"884 Tenth Drive",15316,681
1457,Mastercard,Credit,20,66,46,1999,June,Male,"11162 Oak Drive",22425,688
1458,Visa,Debit,32,66,34,1987,June,Male,"6106 Norfolk Boulevard",17536,708
1459,Visa,Credit,53,65,12,1967,February,Male,"9385 Birch Street",15385,707
1460,Mastercard,Debit,24,65,41,1995,July,Female,"7454 12th Lane",30288,590
1461,Visa,Credit,41,72,31,1978,December,Female,"691 Valley Drive",23559,704
1462,Mastercard,Debit (Prepaid),30,63,33,1989,July,Female,"4788 Jefferson Boulevard",18446,586
1463,Mastercard,Debit,80,69,-11,1940,January,Female,"221 Catherine Boulevard",14515,732
1464,Mastercard,Debit (Prepaid),63,61,-2,1957,January,Female,"99 Valley Stream Street",30839,682
1465,Mastercard,Credit,29,65,36,1991,February,Female,"8463 Second Street",25333,801
1466,Mastercard,Credit,36,75,39,1983,April,Female,"3194 Norfolk Street",17624,812
1467,Visa,Debit,26,69,43,1993,September,Female,"229 Norfolk Street",26120,736
1468,Mastercard,Debit,66,65,-1,1954,January,Male,"5238 Plum Street",26188,626
1469,Visa,Debit (Prepaid),21,68,47,1998,December,Male,"74 Hill Avenue",16990,759
1470,Visa,Debit,88,57,-31,1931,September,Male,"636 Main Avenue",13088,700
1471,Mastercard,Credit,31,76,45,1988,November,Male,"7948 Martin Luther King Avenue",10730,786
1472,Mastercard,Debit,43,69,26,1976,June,Male,"33 Bayview Avenue",17751,694
1473,Mastercard,Debit,51,67,16,1968,November,Female,"6541 Fourth Drive",20316,850
1474,Visa,Debit,23,65,42,1996,December,Female,"359 Tenth Avenue",21757,705
1475,Mastercard,Debit,98,60,-38,1921,November,Female,"412 Burns Drive",22778,725
1476,Mastercard,Debit,29,66,37,1990,March,Female,"685 Jefferson Avenue",21916,716
1477,Mastercard,Debit,47,67,20,1972,July,Male,"30 First Lane",22934,696
1478,Discover,Credit,39,66,27,1980,October,Female,"3863 River Avenue",21829,849
1479,Mastercard,Credit,32,60,28,1987,November,Male,"335 Main Street",13059,805
1480,Mastercard,Credit,49,64,15,1970,June,Male,"5642 Bayview Avenue",24403,705
1481,Visa,Debit,72,65,-7,1947,June,Male,"527 Federal Avenue",0,632
1482,Visa,Debit,54,64,10,1965,August,Male,"52 Sixth Boulevard",43725,675
1483,Mastercard,Debit,18,70,52,2001,December,Male,"65690 Bayview Lane",26693,714
1484,Mastercard,Credit,92,72,-20,1927,August,Female,"290 Forest Street",30818,726
1485,Visa,Debit,64,69,5,1955,October,Male,"1350 Lake Drive",24402,618
1486,Visa,Credit,39,63,24,1980,April,Female,"396 Park Street",11431,789
1487,Visa,Debit,59,69,10,1961,February,Female,"4793 North Street",39464,727
1488,Visa,Debit,34,66,32,1985,November,Female,"6427 12th Boulevard",20155,695
1489,Mastercard,Debit,58,65,7,1961,November,Female,"9191 Main Avenue",25001,691
1490,Visa,Debit,30,69,39,1989,April,Female,"145 Spruce Street",20522,761
1491,Visa,Credit,41,68,27,1978,April,Female,"40 River Boulevard",22662,710
1492,Mastercard,Debit,63,58,-5,1957,February,Female,"2883 Ocean View Boulevard",32697,786
1493,Visa,Credit,30,65,35,1989,November,Male,"136 Spruce Street",26748,765
1494,Mastercard,Debit,26,71,45,1993,March,Male,"7703 Fourth Avenue",14191,711
1495,Amex,Credit,52,70,18,1967,December,Male,"469 Mountain View Boulevard",31114,770
1496,Visa,Debit,20,65,45,1999,September,Male,"9895 El Camino Boulevard",23909,713
1497,Visa,Debit,55,64,9,1964,December,Female,"292 Tenth Street",17435,623
1498,Mastercard,Debit (Prepaid),47,66,19,1972,July,Female,"69590 Rose Drive",24911,726
1499,Amex,Credit,46,62,16,1973,November,Male,"8738 Fourth Street",20248,662
1500,Mastercard,Credit,53,66,13,1967,January,Male,"270 Plum Street",25949,680
1501,Mastercard,Debit,40,67,27,1980,February,Male,"8475 Essex Lane",17778,712
1502,Visa,Debit,21,67,46,1999,February,Male,"92196 Tenth Drive",44196,787
1503,Visa,Credit,59,67,8,1960,March,Male,"1362 Norfolk Drive",21102,725
1504,Visa,Debit,85,71,-14,1934,July,Male,"5993 12th Lane",12187,734
1505,Mastercard,Debit,29,69,40,1990,November,Male,"556 Fourth Street",18479,685
1506,Visa,Debit,25,63,38,1994,October,Male,"2800 Third Drive",34578,614
1507,Mastercard,Debit,39,67,28,1980,December,Female,"1533 Martin Luther King Lane",21749,744
1508,Mastercard,Debit (Prepaid),66,69,3,1953,April,Female,"8929 Essex Drive",19125,747
1509,Mastercard,Debit (Prepaid),67,71,4,1952,August,Female,"1429 Summit Drive",23096,820
1510,Visa,Credit,32,59,27,1988,January,Male,"835 Main Avenue",24845,764
1511,Visa,Debit,43,66,23,1977,January,Male,"18 Norfolk Boulevard",23680,719
1512,Visa,Debit,44,65,21,1975,June,Male,"6995 North Drive",32865,778
1513,Mastercard,Credit,48,66,18,1972,February,Male,"8849 West Drive",32240,733
1514,Visa,Credit,53,58,5,1966,November,Female,"6733 Third Boulevard",18110,721
1515,Mastercard,Debit (Prepaid),77,67,-10,1942,December,Female,"7239 Hill Lane",20983,520
1516,Mastercard,Debit,38,67,29,1981,March,Male,"909 Eighth Street",33758,755
1517,Visa,Credit,37,71,34,1982,March,Male,"7954 Wessex Boulevard",60593,764
1518,Discover,Credit,62,70,8,1957,August,Male,"313 Martin Luther King Boulevard",18533,745
1519,Mastercard,Debit,41,72,31,1978,March,Female,"98086 Essex Drive",19625,849
1520,Visa,Credit,67,65,-2,1952,October,Male,"8787 Rose Avenue",22549,789
1521,Mastercard,Debit,71,71,0,1948,March,Female,"557 Burns Boulevard",19120,706
1522,Visa,Credit,88,66,-22,1931,October,Female,"41740 First Street",37030,593
1523,Visa,Debit,61,73,12,1958,October,Female,"7561 Valley Avenue",19453,850
1524,Mastercard,Debit,26,60,34,1993,March,Male,"118 Mountain View Lane",48986,732
1525,Mastercard,Debit (Prepaid),43,70,27,1976,September,Female,"534 Sixth Boulevard",19126,728
1526,Visa,Debit,53,64,11,1966,March,Female,"5773 River Street",16742,671
1527,Mastercard,Credit,66,67,1,1953,November,Female,"1426 Fifth Avenue",24779,578
1528,Discover,Credit,78,73,-5,1942,January,Female,"324 Lafayette Drive",17311,695
1529,Visa,Debit,51,69,18,1968,April,Male,"310 Birch Avenue",37424,692
1530,Amex,Credit,64,68,4,1956,February,Female,"25 Elm Street",0,732
1531,Mastercard,Credit,34,62,28,1985,October,Male,"801 River Street",14514,792
1532,Mastercard,Debit,28,65,37,1991,March,Female,"99 El Camino Drive",17079,759
1533,Mastercard,Credit,39,70,31,1980,December,Female,"470 11th Lane",24233,830
1534,Mastercard,Debit,36,65,29,1983,July,Male,"1531 North Lane",39626,803
1535,Visa,Credit,59,64,5,1960,August,Male,"8 Pine Street",16336,590
1536,Mastercard,Debit,41,67,26,1978,November,Male,"2015 Bayview Avenue",15955,766
1537,Mastercard,Debit (Prepaid),35,69,34,1984,June,Female,"4395 Bayview Lane",17760,637
1538,Mastercard,Debit,82,62,-20,1937,August,Male,"58 River Avenue",16494,590
1539,Mastercard,Credit,42,61,19,1977,March,Female,"215 Main Drive",28463,676
1540,Mastercard,Debit,55,61,6,1964,September,Female,"1513 Valley Boulevard",21992,625
1541,Visa,Debit,48,65,17,1971,October,Female,"7139 Lake Boulevard",18353,681
1542,Visa,Debit,46,69,23,1973,December,Female,"515 South Street",27250,731
1543,Mastercard,Debit,31,68,37,1988,October,Female,"5857 12th Avenue",51976,684
1544,Amex,Credit,36,65,29,1983,September,Female,"7643 Martin Luther King Street",16351,679
1545,Mastercard,Debit,20,63,43,1999,December,Male,"1433 Rose Boulevard",15144,807
1546,Visa,Debit,48,61,13,1971,November,Male,"70 Second Drive",19781,668
1547,Mastercard,Debit,28,66,38,1992,February,Male,"768 Valley Stream Drive",19635,684
1548,Visa,Debit,41,65,24,1978,October,Male,"439 George Avenue",35834,721
1549,Visa,Debit (Prepaid),68,74,6,1952,January,Male,"731 Martin Luther King Boulevard",31072,747
1550,Mastercard,Debit,18,67,49,2001,April,Male,"6445 Ninth Lane",24564,776
1551,Mastercard,Debit,47,70,23,1972,December,Male,"148 Hillside Boulevard",17510,687
1552,Visa,Credit,62,67,5,1957,June,Male,"896 Madison Boulevard",22290,686
1553,Amex,Credit,21,62,41,1998,October,Male,"5 Lafayette Avenue",42201,701
1554,Discover,Credit,49,63,14,1970,April,Male,"227 Little Creek Street",25405,696
1555,Mastercard,Debit,28,64,36,1991,June,Female,"5367 Pine Avenue",19474,717
1556,Mastercard,Debit,30,67,37,1989,July,Female,"594 Mountain View Street",23679,740
1557,Amex,Credit,50,66,16,1970,February,Female,"2516 Essex Drive",23687,707
1558,Visa,Debit,47,65,18,1973,February,Female,"675 Little Creek Drive",25172,597
1559,Amex,Credit,56,67,11,1963,December,Female,"607 George Boulevard",28862,746
1560,Mastercard,Credit,61,60,-1,1958,May,Female,"1861 Fourth Boulevard",18849,741
1561,Mastercard,Credit,78,67,-11,1941,May,Female,"245 Martin Luther King Drive",26707,759
1562,Mastercard,Credit,38,65,27,1982,February,Female,"8 Hillside Lane",12517,759
1563,Mastercard,Debit,49,67,18,1970,August,Female,"924 Spruce Street",11073,683
1564,Mastercard,Credit,35,65,30,1984,October,Male,"55 Ocean View Street",18613,683
1565,Visa,Credit,37,66,29,1983,January,Female,"33 Mill Street",18959,584
1566,Mastercard,Debit,44,64,20,1976,January,Male,"48 Fourth Avenue",19726,718
1567,Visa,Debit,43,68,25,1976,August,Female,"7874 Wessex Street",19901,747
1568,Visa,Credit,47,67,20,1972,May,Female,"3816 Spruce Drive",21077,748
1569,Visa,Credit,68,65,-3,1951,March,Female,"7276 Valley Drive",20153,722
1570,Mastercard,Debit (Prepaid),21,67,46,1998,April,Female,"100 Seventh Drive",18016,761
1571,Visa,Debit,58,66,8,1961,June,Female,"385 Jefferson Avenue",25166,759
1572,Mastercard,Debit,40,70,30,1979,July,Female,"903 Norfolk Boulevard",9284,658
1573,Amex,Credit,71,56,-15,1949,January,Male,"793 Norfolk Avenue",12992,746
1574,Mastercard,Debit,22,69,47,1997,March,Female,"7318 Mill Lane",15661,746
1575,Mastercard,Debit,51,68,17,1968,May,Female,"23 12th Boulevard",28272,724
1576,Mastercard,Debit (Prepaid),88,65,-23,1932,January,Female,"2947 Lake Lane",24578,712
1577,Visa,Credit,53,66,13,1966,December,Male,"153 Wessex Drive",19983,718
1578,Mastercard,Credit,86,62,-24,1933,November,Male,"3899 Seventh Lane",19382,714
1579,Discover,Credit,81,70,-11,1938,June,Female,"7673 Plum Drive",18881,728
1580,Visa,Debit,19,61,42,2000,April,Female,"528 Spruce Lane",27261,621
1581,Amex,Credit,38,65,27,1981,November,Female,"9324 Catherine Street",21744,684
1582,Mastercard,Debit,23,71,48,1996,October,Female,"515 Tenth Lane",29174,688
1583,Visa,Debit,38,68,30,1981,October,Male,"182 Valley Street",25917,826
1584,Mastercard,Debit,27,69,42,1992,September,Male,"9264 Lake Avenue",22922,692
1585,Visa,Debit,35,69,34,1984,November,Female,"4346 El Camino Boulevard",20710,688
1586,Mastercard,Credit,43,65,22,1977,January,Male,"2974 Grant Avenue",27778,672
1587,Visa,Debit,31,67,36,1988,December,Male,"8803 Washington Boulevard",40226,695
1588,Visa,Debit,42,69,27,1977,August,Male,"74 Sixth Avenue",28553,689
1589,Visa,Debit,39,70,31,1981,January,Female,"6301 Hillside Avenue",13485,702
1590,Mastercard,Debit,48,62,14,1971,May,Female,"781 East Street",10059,599
1591,Mastercard,Debit (Prepaid),58,66,8,1961,June,Female,"2200 Third Drive",16537,698
1592,Amex,Credit,19,67,48,2000,September,Male,"1317 Wessex Lane",46616,708
1593,Mastercard,Debit,24,69,45,1995,December,Male,"652 Maple Street",18208,753
1594,Visa,Credit,39,64,25,1980,November,Male,"532 12th Drive",17645,643
1595,Mastercard,Debit,47,65,18,1972,May,Female,"4191 Maple Avenue",25537,753
1596,Mastercard,Debit,42,69,27,1977,March,Male,"188 Washington Avenue",15583,734
1597,Visa,Debit,20,66,46,1999,July,Male,"3404 Main Lane",35188,697
1598,Discover,Credit,82,61,-21,1937,June,Male,"996 Valley Drive",12508,697
1599,Visa,Credit,22,68,46,1997,July,Male,"71 Madison Street",16011,790
1600,Mastercard,Debit,62,66,4,1957,September,Female,"314 Fourth Street",49629,747
1601,Visa,Credit,26,65,39,1993,May,Female,"388 Third Street",33263,628
1602,Visa,Credit,41,66,25,1979,February,Female,"2079 Maple Drive",14650,717
1603,Mastercard,Debit,41,65,24,1978,December,Male,"6515 Hillside Drive",19036,762
1604,Visa,Debit,55,72,17,1964,November,Male,"7680 Fourth Street",15354,742
1605,Visa,Debit,39,67,28,1980,May,Male,"9995 Pine Avenue",19293,690
1606,Mastercard,Debit,49,66,17,1970,August,Male,"9383 Martin Luther King Street",25381,806
1607,Visa,Credit,21,66,45,1998,April,Male,"724 Valley Stream Street",27057,689
1608,Mastercard,Debit,19,68,49,2000,September,Female,"1464 Bayview Street",19399,572
1609,Mastercard,Debit,71,68,-3,1948,July,Female,"9854 Park Lane",35563,779
1610,Mastercard,Debit,42,66,24,1978,January,Female,"12150 Mill Boulevard",13717,690
1611,Mastercard,Debit,68,58,-10,1952,January,Female,"44 Ocean Avenue",13907,684
1612,Mastercard,Credit,68,66,-2,1951,August,Male,"198 Main Boulevard",20649,562
1613,Mastercard,Credit,39,65,26,1980,December,Male,"4784 Park Boulevard",21647,792
1614,Visa,Credit,40,70,30,1979,September,Female,"7072 Mountain View Avenue",17730,716
1615,Visa,Debit,66,59,-7,1954,January,Female,"1105 Second Drive",24561,701
1616,Visa,Debit,48,70,22,1971,August,Male,"469 First Lane",46232,815
1617,Mastercard,Debit,30,60,30,1989,October,Male,"105 Seventh Street",37697,659
1618,Mastercard,Debit,53,66,13,1966,December,Male,"3512 Forest Street",34646,682
1619,Mastercard,Credit,31,66,35,1988,June,Male,"693 Seventh Street",15737,747
1620,Mastercard,Debit (Prepaid),21,68,47,1998,June,Male,"2537 Forest Boulevard",18112,701
1621,Visa,Credit,66,69,3,1953,September,Male,"900 Catherine Street",36323,744
1622,Mastercard,Debit,41,61,20,1979,January,Female,"1063 Federal Boulevard",38878,759
1623,Amex,Credit,32,73,41,1987,April,Female,"8121 North Boulevard",17278,746
1624,Mastercard,Debit,23,74,51,1996,July,Male,"613 First Boulevard",20697,769
1625,Mastercard,Debit (Prepaid),24,66,42,1995,May,Female,"625 Washington Lane",49629,659
1626,Amex,Credit,58,63,5,1961,July,Male,"9212 Plum Avenue",29571,531
1627,Visa,Debit,29,65,36,1990,June,Male,"323 Mountain View Lane",18424,825
1628,Mastercard,Debit,56,59,3,1964,February,Male,"438 Seventh Avenue",31114,786
1629,Mastercard,Debit,42,63,21,1977,June,Female,"53789 Bayview Street",14430,598
1630,Amex,Credit,24,65,41,1996,January,Male,"716 Bayview Avenue",15545,719
1631,Mastercard,Credit,18,67,49,2001,November,Female,"4735 Fifth Avenue",31741,740
1632,Mastercard,Debit,20,70,50,1999,August,Female,"885 Bayview Lane",22214,660
1633,Mastercard,Debit (Prepaid),36,65,29,1984,January,Male,"4172 Federal Drive",21053,687
1634,Mastercard,Credit,66,68,2,1953,March,Male,"703 West Drive",10091,825
1635,Mastercard,Debit,54,58,4,1965,March,Male,"90 Sussex Drive",20760,616
1636,Mastercard,Credit,49,66,17,1970,May,Male,"4882 Mountain View Lane",12064,695
1637,Amex,Credit,32,66,34,1988,February,Female,"8445 11th Lane",26878,687
1638,Discover,Credit,79,64,-15,1940,August,Female,"6337 Spruce Street",34186,668
1639,Visa,Debit,58,67,9,1961,May,Male,"1034 Pine Boulevard",24324,676
1640,Mastercard,Debit,67,71,4,1952,October,Female,"311 Washington Lane",17144,729
1641,Visa,Credit,30,69,39,1989,March,Male,"3636 El Camino Avenue",25503,640
