"id","card_brand","card_type","current_age","age_range","address","gender","credit_score","labels"
1365,Mastercard,Debit,18,"10-20","6039 Valley Stream Street",Male,751,Cukup Baik
1366,Mastercard,Debit,25,"21-30","212 Lincoln Lane",Female,767,Cukup Baik
1367,Mastercard,Credit,49,"41-50","364 Plum Lane",Female,708,Cukup Baik
1368,Mastercard,Debit,29,"21-30","637 Littlewood Drive",Female,717,Cukup Baik
1369,Visa,Debit,59,"51-60","535 Grant Boulevard",Female,850,Cukup Baik
1370,Mastercard,Debit,62,"61-70","99 Fifth Street",Female,709,Cukup Baik
1371,Mastercard,Credit,86,"81-90","143 Catherine Boulevard",Female,689,Sedang
1372,Mastercard,Debit,76,"71-80","96 Ninth Lane",Female,697,Sedang
1373,Mastercard,Debit (Prepaid),35,"31-40","834 Tenth Lane",Female,764,Cukup Baik
1374,Mastercard,Debit,28,"21-30","7004 Mill Drive",Female,758,Cukup Baik
1375,Visa,Debit,23,"21-30","532 Lake Drive",Female,717,Cukup Baik
1376,Visa,Debit,49,"41-50","97536 Summit Street",Female,543,Buruk
1377,Visa,Debit,32,"31-40","593 Washington Drive",Female,569,Buruk
1378,Mastercard,Debit,46,"41-50","778 Main Avenue",Female,614,Sedang
1379,Mastercard,Debit (Prepaid),76,"71-80","93374 11th Street",Male,701,Cukup Baik
1380,Mastercard,Debit,37,"31-40","566 Lexington Drive",Male,736,Cukup Baik
1381,Mastercard,Debit,79,"71-80","1699 West Lane",Male,690,Sedang
1382,Visa,Debit,58,"51-60","16 Eighth Lane",Male,706,Cukup Baik
1383,Visa,Debit,68,"61-70","315 Norfolk Lane",Female,670,Sedang
1384,Visa,Debit,74,"71-80","528 Lake Drive",Female,721,Cukup Baik
1385,Visa,Debit (Prepaid),51,"51-60","5537 Eighth Street",Female,789,Cukup Baik
1386,Amex,Credit,59,"51-60","485 Birch Boulevard",Male,712,Cukup Baik
1387,Discover,Credit,28,"21-30","104 First Boulevard",Male,785,Cukup Baik
1388,Mastercard,Credit,26,"21-30","4379 Lake Avenue",Male,691,Sedang
1389,Mastercard,Debit,40,"31-40","6950 Federal Avenue",Female,793,Cukup Baik
1390,Mastercard,Debit (Prepaid),37,"31-40","691 First Lane",Male,850,Cukup Baik
1391,Mastercard,Debit (Prepaid),45,"41-50","9604 Catherine Drive",Male,631,Sedang
1392,Mastercard,Debit,24,"21-30","5653 North Drive",Male,743,Cukup Baik
1393,Visa,Debit (Prepaid),52,"51-60","6467 Birch Street",Female,692,Sedang
1394,Visa,Credit,30,"21-30","341 Hill Drive",Female,558,Buruk
1395,Amex,Credit,58,"51-60","2687 Burns Avenue",Male,604,Sedang
1396,Amex,Credit,22,"21-30","666 Lafayette Lane",Male,732,Cukup Baik
1397,Amex,Credit,32,"31-40","5381 12th Boulevard",Male,710,Cukup Baik
1398,Amex,Credit,52,"51-60","304 Third Boulevard",Male,745,Cukup Baik
1399,Amex,Credit,28,"21-30","221 Lexington Avenue",Male,707,Cukup Baik
1400,Amex,Credit,29,"21-30","4673 Washington Avenue",Male,698,Sedang
1401,Amex,Credit,24,"21-30","9713 Fourth Lane",Male,739,Cukup Baik
1402,Amex,Credit,35,"31-40","626 Federal Drive",Male,590,Buruk
1403,Amex,Credit,74,"71-80","316 Grant Drive",Male,753,Cukup Baik
1404,Amex,Credit,52,"51-60","68 Sixth Avenue",Female,526,Buruk
1405,Amex,Credit,45,"41-50","70 Tenth Boulevard",Male,777,Cukup Baik
1406,Amex,Credit,36,"31-40","57 Pine Boulevard",Male,712,Cukup Baik
1407,Amex,Credit,40,"31-40","9466 Essex Street",Male,689,Sedang
1408,Amex,Credit,42,"41-50","209 George Avenue",Male,683,Sedang
1409,Amex,Credit,23,"21-30","512 Tenth Street",Male,701,Cukup Baik
1410,Amex,Credit,22,"21-30","7902 Norfolk Drive",Female,571,Buruk
1411,Amex,Credit,57,"51-60","3196 Elm Boulevard",Female,720,Cukup Baik
1412,Amex,Credit,58,"51-60","91 Jefferson Drive",Female,707,Cukup Baik
1413,Amex,Credit,39,"31-40","796 Sussex Avenue",Female,685,Sedang
1414,Amex,Credit,71,"71-80","5822 Fourth Boulevard",Female,783,Cukup Baik
1415,Amex,Credit,28,"21-30","243 Wessex Avenue",Male,689,Sedang
1416,Amex,Credit,73,"71-80","8258 Jefferson Drive",Female,709,Cukup Baik
1417,Amex,Credit,54,"51-60","336 Catherine Lane",Female,835,Cukup Baik
1418,Amex,Credit,25,"21-30","309 River Avenue",Female,752,Cukup Baik
1419,Amex,Credit,53,"51-60","634 Grant Boulevard",Female,647,Sedang
1420,Amex,Credit,87,"81-90","673 11th Drive",Female,688,Sedang
1421,Amex,Credit,30,"21-30","7691 Ocean View Avenue",Male,740,Cukup Baik
1422,Amex,Credit,66,"61-70","330 Martin Luther King Lane",Female,767,Cukup Baik
1423,Amex,Credit,23,"21-30","989 Hill Avenue",Female,689,Sedang
1424,Amex,Credit,101,"91+","887 Third Boulevard",Female,761,Cukup Baik
1425,Amex,Credit,88,"81-90","95 Sixth Avenue",Female,809,Cukup Baik
1426,Amex,Credit,22,"21-30","37 Norfolk Boulevard",Female,805,Cukup Baik
1427,Amex,Credit,34,"31-40","326 Elm Lane",Female,770,Cukup Baik
1428,Amex,Credit,35,"31-40","800 Ninth Boulevard",Female,508,Buruk
1429,Amex,Credit,62,"61-70","4823 Lincoln Drive",Female,799,Cukup Baik
1430,Amex,Credit,69,"61-70","131 Tenth Avenue",Female,593,Buruk
1431,Amex,Credit,56,"51-60","6134 Littlewood Lane",Female,599,Buruk
1432,Amex,Credit,42,"41-50","78 Lexington Street",Male,741,Cukup Baik
1433,Amex,Credit,73,"71-80","2834 West Street",Male,581,Buruk
1434,Amex,Credit,62,"61-70","8278 Grant Lane",Male,717,Cukup Baik
1435,Amex,Credit,41,"41-50","9872 Lexington Street",Female,703,Cukup Baik
1436,Amex,Credit,21,"21-30","729 Wessex Avenue",Female,500,Buruk
1437,Amex,Credit,77,"71-80","456 Birch Lane",Female,751,Cukup Baik
1438,Amex,Credit,26,"21-30","4631 Plum Avenue",Female,700,Sedang
1439,Amex,Credit,28,"21-30","5663 Martin Luther King Boulevard",Female,715,Cukup Baik
1440,Discover,Credit,26,"21-30","7344 Oak Drive",Male,630,Sedang
1441,Discover,Credit,40,"31-40","631 Ocean View Street",Male,737,Cukup Baik
1442,Discover,Credit,41,"41-50","1036 Spruce Street",Male,624,Sedang
1443,Discover,Credit,47,"41-50","318 Ninth Lane",Male,732,Cukup Baik
1444,Discover,Credit,64,"61-70","8999 Washington Drive",Male,698,Sedang
1445,Discover,Credit,68,"61-70","8199 Park Boulevard",Male,841,Cukup Baik
1446,Discover,Credit,28,"21-30","54 Burns Avenue",Male,689,Sedang
1447,Discover,Credit,33,"31-40","338 George Avenue",Male,610,Sedang
1448,Discover,Credit,48,"41-50","578 Maple Avenue",Female,850,Cukup Baik
1449,Discover,Credit,66,"61-70","5807 Lincoln Street",Male,751,Cukup Baik
1450,Discover,Credit,22,"21-30","440 Littlewood Drive",Male,780,Cukup Baik
1451,Discover,Credit,58,"51-60","9384 Lake Street",Female,719,Cukup Baik
1452,Discover,Credit,46,"41-50","524 Ocean Drive",Female,660,Sedang
1453,Discover,Credit,37,"31-40","4830 Ocean Drive",Female,641,Sedang
1454,Discover,Credit,30,"21-30","7051 West Drive",Male,748,Cukup Baik
1455,Discover,Credit,36,"31-40","83 Sixth Drive",Male,713,Cukup Baik
1456,Discover,Credit,48,"41-50","884 Tenth Drive",Male,681,Sedang
1457,Discover,Credit,20,"10-20","11162 Oak Drive",Male,688,Sedang
1458,Discover,Credit,32,"31-40","6106 Norfolk Boulevard",Male,708,Cukup Baik
1459,Mastercard,Debit,53,"51-60","9385 Birch Street",Male,707,Cukup Baik
1460,Mastercard,Debit,24,"21-30","7454 12th Lane",Female,590,Buruk
1461,Mastercard,Credit,41,"41-50","691 Valley Drive",Female,704,Cukup Baik
1462,Mastercard,Credit,30,"21-30","4788 Jefferson Boulevard",Female,586,Buruk
1463,Mastercard,Debit,80,"71-80","221 Catherine Boulevard",Female,732,Cukup Baik
1464,Mastercard,Credit,63,"61-70","99 Valley Stream Street",Female,682,Sedang
1465,Mastercard,Credit,29,"21-30","8463 Second Street",Female,801,Tidak Baik
1466,Mastercard,Debit,36,"31-40","3194 Norfolk Street",Female,812,Cukup Baik
1467,Mastercard,Credit,26,"21-30","229 Norfolk Street",Female,736,Cukup Baik
1468,Mastercard,Debit,66,"61-70","5238 Plum Street",Male,626,Sedang
1469,Mastercard,Credit,21,"21-30","74 Hill Avenue",Male,759,Cukup Baik
1470,Mastercard,Credit,88,"81-90","636 Main Avenue",Male,700,Sedang
1471,Mastercard,Debit,31,"31-40","7948 Martin Luther King Avenue",Male,786,Cukup Baik
1472,Mastercard,Credit,43,"41-50","33 Bayview Avenue",Male,694,Sedang
1473,Mastercard,Debit,51,"51-60","6541 Fourth Drive",Female,850,Cukup Baik
1474,Mastercard,Credit,23,"21-30","359 Tenth Avenue",Female,705,Cukup Baik
1475,Mastercard,Debit,98,"91+","412 Burns Drive",Female,725,Cukup Baik
1476,Mastercard,Debit,29,"21-30","685 Jefferson Avenue",Female,716,Cukup Baik
1477,Mastercard,Debit,47,"41-50","30 First Lane",Male,696,Sedang
1478,Mastercard,Debit,39,"31-40","3863 River Avenue",Female,849,Cukup Baik
1479,Mastercard,Debit (Prepaid),32,"31-40","335 Main Street",Male,805,Cukup Baik
1480,Mastercard,Debit,49,"41-50","5642 Bayview Avenue",Male,705,Cukup Baik
1481,Mastercard,Debit,72,"71-80","527 Federal Avenue",Male,632,Sedang
1482,Mastercard,Credit,54,"51-60","52 Sixth Boulevard",Male,675,Sedang
1483,Mastercard,Debit,18,"10-20","65690 Bayview Lane",Male,714,Cukup Baik
1484,Mastercard,Debit,92,"91+","290 Forest Street",Female,726,Cukup Baik
1485,Mastercard,Debit,64,"61-70","1350 Lake Drive",Male,618,Sedang
1486,Mastercard,Debit (Prepaid),39,"31-40","396 Park Street",Female,789,Cukup Baik
1487,Mastercard,Debit,59,"51-60","4793 North Street",Female,727,Cukup Baik
1488,Mastercard,Debit,34,"31-40","6427 12th Boulevard",Female,695,Sedang
1489,Mastercard,Credit,58,"51-60","9191 Main Avenue",Female,691,Sedang
1490,Mastercard,Debit,30,"21-30","145 Spruce Street",Female,761,Cukup Baik
1491,Mastercard,Credit,41,"41-50","40 River Boulevard",Female,710,Cukup Baik
1492,Mastercard,Credit,63,"61-70","2883 Ocean View Boulevard",Female,786,Cukup Baik
1493,Mastercard,Debit,30,"21-30","136 Spruce Street",Male,765,Cukup Baik
1494,Mastercard,Debit,26,"21-30","7703 Fourth Avenue",Male,711,Cukup Baik
1495,Mastercard,Debit,52,"51-60","469 Mountain View Boulevard",Male,770,Cukup Baik
1496,Mastercard,Credit,20,"10-20","9895 El Camino Boulevard",Male,713,Cukup Baik
1497,Mastercard,Debit (Prepaid),55,"51-60","292 Tenth Street",Female,623,Sedang
1498,Mastercard,Credit,47,"41-50","69590 Rose Drive",Female,726,Cukup Baik
1499,Mastercard,Debit (Prepaid),46,"41-50","8738 Fourth Street",Male,662,Sedang
1500,Mastercard,Debit,53,"51-60","270 Plum Street",Male,680,Sedang
1501,Mastercard,Credit,40,"31-40","8475 Essex Lane",Male,712,Cukup Baik
1502,Mastercard,Debit,21,"21-30","92196 Tenth Drive",Male,787,Cukup Baik
1503,Mastercard,Credit,59,"51-60","1362 Norfolk Drive",Male,725,Cukup Baik
1504,Mastercard,Debit (Prepaid),85,"81-90","5993 12th Lane",Male,734,Cukup Baik
1505,Mastercard,Debit,29,"21-30","556 Fourth Street",Male,685,Sedang
1506,Mastercard,Debit,25,"21-30","2800 Third Drive",Male,614,Sedang
1507,Mastercard,Credit,39,"31-40","1533 Martin Luther King Lane",Female,744,Cukup Baik
1508,Mastercard,Credit,66,"61-70","8929 Essex Drive",Female,747,Cukup Baik
1509,Mastercard,Debit,67,"61-70","1429 Summit Drive",Female,820,Cukup Baik
1510,Mastercard,Debit,32,"31-40","835 Main Avenue",Male,764,Cukup Baik
1511,Mastercard,Credit,43,"41-50","18 Norfolk Boulevard",Male,719,Cukup Baik
1512,Mastercard,Debit,44,"41-50","6995 North Drive",Male,778,Cukup Baik
1513,Mastercard,Credit,48,"41-50","8849 West Drive",Male,733,Cukup Baik
1514,Mastercard,Debit (Prepaid),53,"51-60","6733 Third Boulevard",Female,721,Cukup Baik
1515,Mastercard,Debit,77,"71-80","7239 Hill Lane",Female,520,Buruk
1516,Mastercard,Debit,38,"31-40","909 Eighth Street",Male,755,Cukup Baik
1517,Mastercard,Debit,37,"31-40","7954 Wessex Boulevard",Male,764,Cukup Baik
1518,Mastercard,Credit,62,"61-70","313 Martin Luther King Boulevard",Male,745,Cukup Baik
1519,Mastercard,Debit,41,"41-50","98086 Essex Drive",Female,849,Cukup Baik
1520,Mastercard,Credit,67,"61-70","8787 Rose Avenue",Male,789,Cukup Baik
1521,Mastercard,Debit,71,"71-80","557 Burns Boulevard",Female,706,Cukup Baik
1522,Mastercard,Debit,88,"81-90","41740 First Street",Female,593,Buruk
1523,Mastercard,Debit,61,"61-70","7561 Valley Avenue",Female,850,Cukup Baik
1524,Mastercard,Debit,26,"21-30","118 Mountain View Lane",Male,732,Cukup Baik
1525,Mastercard,Debit,43,"41-50","534 Sixth Boulevard",Female,728,Cukup Baik
1526,Mastercard,Debit,53,"51-60","5773 River Street",Female,671,Sedang
1527,Mastercard,Debit,66,"61-70","1426 Fifth Avenue",Female,578,Buruk
1528,Mastercard,Debit,78,"71-80","324 Lafayette Drive",Female,695,Sedang
1529,Mastercard,Credit,51,"51-60","310 Birch Avenue",Male,692,Sedang
1530,Mastercard,Debit (Prepaid),64,"61-70","25 Elm Street",Female,732,Cukup Baik
1531,Mastercard,Debit,34,"31-40","801 River Street",Male,792,Cukup Baik
1532,Mastercard,Debit,28,"21-30","99 El Camino Drive",Female,759,Cukup Baik
1533,Mastercard,Credit,39,"31-40","470 11th Lane",Female,830,Cukup Baik
1534,Mastercard,Debit,36,"31-40","1531 North Lane",Male,803,Cukup Baik
1535,Mastercard,Debit,59,"51-60","8 Pine Street",Male,590,Buruk
1536,Mastercard,Debit (Prepaid),41,"41-50","2015 Bayview Avenue",Male,766,Cukup Baik
1537,Mastercard,Credit,35,"31-40","4395 Bayview Lane",Female,637,Sedang
1538,Mastercard,Debit,82,"81-90","58 River Avenue",Male,590,Buruk
1539,Mastercard,Debit,42,"41-50","215 Main Drive",Female,676,Sedang
1540,Mastercard,Debit,55,"51-60","1513 Valley Boulevard",Female,625,Sedang
1541,Mastercard,Debit,48,"41-50","7139 Lake Boulevard",Female,681,Sedang
1542,Mastercard,Debit,46,"41-50","515 South Street",Female,731,Cukup Baik
1543,Mastercard,Debit,31,"31-40","5857 12th Avenue",Female,684,Sedang
1544,Mastercard,Credit,36,"31-40","7643 Martin Luther King Street",Female,679,Sedang
1545,Mastercard,Debit (Prepaid),20,"10-20","1433 Rose Boulevard",Male,807,Cukup Baik
1546,Mastercard,Credit,48,"41-50","70 Second Drive",Male,668,Sedang
1547,Mastercard,Debit,28,"21-30","768 Valley Stream Drive",Male,684,Sedang
1548,Mastercard,Debit,41,"41-50","439 George Avenue",Male,721,Cukup Baik
1549,Mastercard,Debit,68,"61-70","731 Martin Luther King Boulevard",Male,747,Cukup Baik
1550,Mastercard,Credit,18,"10-20","6445 Ninth Lane",Male,776,Cukup Baik
1551,Mastercard,Debit,47,"41-50","148 Hillside Boulevard",Male,687,Sedang
1552,Mastercard,Debit,62,"61-70","896 Madison Boulevard",Male,686,Sedang
1553,Mastercard,Debit,21,"21-30","5 Lafayette Avenue",Male,701,Cukup Baik
1554,Mastercard,Credit,49,"41-50","227 Little Creek Street",Male,696,Sedang
1555,Mastercard,Debit (Prepaid),28,"21-30","5367 Pine Avenue",Female,717,Cukup Baik
1556,Mastercard,Debit,30,"21-30","594 Mountain View Street",Female,740,Cukup Baik
1557,Mastercard,Debit,50,"41-50","2516 Essex Drive",Female,707,Cukup Baik
1558,Mastercard,Debit (Prepaid),47,"41-50","675 Little Creek Drive",Female,597,Buruk
1559,Mastercard,Credit,56,"51-60","607 George Boulevard",Female,746,Cukup Baik
1560,Mastercard,Debit,61,"61-70","1861 Fourth Boulevard",Female,741,Cukup Baik
1561,Mastercard,Credit,78,"71-80","245 Martin Luther King Drive",Female,759,Cukup Baik
1562,Mastercard,Debit,38,"31-40","8 Hillside Lane",Female,759,Cukup Baik
1563,Mastercard,Credit,49,"41-50","924 Spruce Street",Female,683,Sedang
1564,Mastercard,Debit,35,"31-40","55 Ocean View Street",Male,683,Sedang
1565,Mastercard,Credit,37,"31-40","33 Mill Street",Female,584,Buruk
1566,Mastercard,Debit,44,"41-50","48 Fourth Avenue",Male,718,Cukup Baik
1567,Mastercard,Debit (Prepaid),43,"41-50","7874 Wessex Street",Female,747,Cukup Baik
1568,Mastercard,Debit,47,"41-50","3816 Spruce Drive",Female,748,Cukup Baik
1569,Mastercard,Credit,68,"61-70","7276 Valley Drive",Female,722,Cukup Baik
1570,Mastercard,Debit,21,"21-30","100 Seventh Drive",Female,761,Cukup Baik
1571,Mastercard,Debit,58,"51-60","385 Jefferson Avenue",Female,759,Cukup Baik
1572,Mastercard,Debit,40,"31-40","903 Norfolk Boulevard",Female,658,Sedang
1573,Mastercard,Debit,71,"71-80","793 Norfolk Avenue",Male,746,Cukup Baik
1574,Mastercard,Debit,22,"21-30","7318 Mill Lane",Female,746,Cukup Baik
1575,Mastercard,Debit,51,"51-60","23 12th Boulevard",Female,724,Cukup Baik
1576,Mastercard,Debit,88,"81-90","2947 Lake Lane",Female,712,Cukup Baik
1577,Mastercard,Debit (Prepaid),53,"51-60","153 Wessex Drive",Male,718,Cukup Baik
1578,Mastercard,Debit,86,"81-90","3899 Seventh Lane",Male,714,Cukup Baik
1579,Mastercard,Debit,81,"81-90","7673 Plum Drive",Female,728,Cukup Baik
1580,Mastercard,Credit,19,"10-20","528 Spruce Lane",Female,621,Sedang
1581,Mastercard,Debit (Prepaid),38,"31-40","9324 Catherine Street",Female,684,Sedang
1582,Mastercard,Credit,23,"21-30","515 Tenth Lane",Female,688,Sedang
1583,Mastercard,Debit,38,"31-40","182 Valley Street",Male,826,Cukup Baik
1584,Mastercard,Debit,27,"21-30","9264 Lake Avenue",Male,692,Sedang
1585,Mastercard,Debit,35,"31-40","4346 El Camino Boulevard",Female,688,Sedang
1586,Mastercard,Debit,43,"41-50","2974 Grant Avenue",Male,672,Sedang
1587,Mastercard,Debit (Prepaid),31,"31-40","8803 Washington Boulevard",Male,695,Sedang
1588,Mastercard,Debit,42,"41-50","74 Sixth Avenue",Male,689,Sedang
1589,Mastercard,Credit,39,"31-40","6301 Hillside Avenue",Female,702,Cukup Baik
1590,Mastercard,Debit,48,"41-50","781 East Street",Female,599,Buruk
1591,Mastercard,Debit (Prepaid),58,"51-60","2200 Third Drive",Female,698,Sedang
1592,Mastercard,Debit,19,"10-20","1317 Wessex Lane",Male,708,Cukup Baik
1593,Mastercard,Debit,24,"21-30","652 Maple Street",Male,753,Cukup Baik
1594,Mastercard,Debit,39,"31-40","532 12th Drive",Male,643,Sedang
1595,Mastercard,Credit,47,"41-50","4191 Maple Avenue",Female,753,Cukup Baik
1596,Mastercard,Debit (Prepaid),42,"41-50","188 Washington Avenue",Male,734,Cukup Baik
1597,Mastercard,Debit,20,"10-20","3404 Main Lane",Male,697,Sedang
1598,Mastercard,Credit,82,"81-90","996 Valley Drive",Male,697,Sedang
1599,Mastercard,Debit,22,"21-30","71 Madison Street",Male,790,Cukup Baik
1600,Mastercard,Credit,62,"61-70","314 Fourth Street",Female,747,Cukup Baik
1601,Mastercard,Debit,26,"21-30","388 Third Street",Female,628,Sedang
1602,Mastercard,Debit,41,"41-50","2079 Maple Drive",Female,717,Cukup Baik
1603,Mastercard,Debit,41,"41-50","6515 Hillside Drive",Male,762,Cukup Baik
1604,Mastercard,Debit,55,"51-60","7680 Fourth Street",Male,742,Cukup Baik
1605,Mastercard,Debit,39,"31-40","9995 Pine Avenue",Male,690,Sedang
1606,Mastercard,Debit,49,"41-50","9383 Martin Luther King Street",Male,806,Cukup Baik
1607,Mastercard,Debit,21,"21-30","724 Valley Stream Street",Male,689,Sedang
1608,Mastercard,Debit,19,"10-20","1464 Bayview Street",Female,572,Buruk
1609,Mastercard,Debit,71,"71-80","9854 Park Lane",Female,779,Cukup Baik
1610,Mastercard,Debit,42,"41-50","12150 Mill Boulevard",Female,690,Sedang
1611,Mastercard,Debit,68,"61-70","44 Ocean Avenue",Female,684,Sedang
1612,Mastercard,Debit,68,"61-70","198 Main Boulevard",Male,562,Buruk
1613,Mastercard,Debit,39,"31-40","4784 Park Boulevard",Male,792,Cukup Baik
1614,Mastercard,Debit,40,"31-40","7072 Mountain View Avenue",Female,716,Cukup Baik
1615,Mastercard,Debit,66,"61-70","1105 Second Drive",Female,701,Cukup Baik
1616,Mastercard,Debit,48,"41-50","469 First Lane",Male,815,Cukup Baik
1617,Mastercard,Credit,30,"21-30","105 Seventh Street",Male,659,Sedang
1618,Mastercard,Debit,53,"51-60","3512 Forest Street",Male,682,Sedang
1619,Mastercard,Debit,31,"31-40","693 Seventh Street",Male,747,Cukup Baik
1620,Mastercard,Debit,21,"21-30","2537 Forest Boulevard",Male,701,Cukup Baik
1621,Mastercard,Debit,66,"61-70","900 Catherine Street",Male,744,Cukup Baik
1622,Mastercard,Debit,41,"41-50","1063 Federal Boulevard",Female,759,Cukup Baik
1623,Mastercard,Debit,32,"31-40","8121 North Boulevard",Female,746,Cukup Baik
1624,Mastercard,Debit,23,"21-30","613 First Boulevard",Male,769,Cukup Baik
1625,Mastercard,Debit,24,"21-30","625 Washington Lane",Female,659,Sedang
1626,Mastercard,Credit,58,"51-60","9212 Plum Avenue",Male,531,Buruk
1627,Mastercard,Debit,29,"21-30","323 Mountain View Lane",Male,825,Cukup Baik
1628,Mastercard,Debit,56,"51-60","438 Seventh Avenue",Male,786,Cukup Baik
1629,Mastercard,Debit,42,"41-50","53789 Bayview Street",Female,598,Buruk
1630,Mastercard,Credit,24,"21-30","716 Bayview Avenue",Male,719,Cukup Baik
1631,Mastercard,Debit,18,"10-20","4735 Fifth Avenue",Female,740,Cukup Baik
1632,Mastercard,Debit,20,"10-20","885 Bayview Lane",Female,660,Sedang
1633,Mastercard,Debit,36,"31-40","4172 Federal Drive",Male,687,Sedang
1634,Mastercard,Debit,66,"61-70","703 West Drive",Male,825,Cukup Baik
1635,Mastercard,Debit,54,"51-60","90 Sussex Drive",Male,616,Sedang
1636,Mastercard,Credit,49,"41-50","4882 Mountain View Lane",Male,695,Sedang
1637,Mastercard,Debit,32,"31-40","8445 11th Lane",Female,687,Sedang
1638,Mastercard,Debit (Prepaid),79,"71-80","6337 Spruce Street",Female,668,Sedang
1639,Mastercard,Debit,58,"51-60","1034 Pine Boulevard",Male,676,Sedang
1640,Mastercard,Debit,67,"61-70","311 Washington Lane",Female,729,Cukup Baik
1641,Mastercard,Debit,30,"21-30","3636 El Camino Avenue",Male,640,Sedang
1642,Mastercard,Debit,37,"31-40","48190 Plum Drive",Female,731,Cukup Baik
1643,Mastercard,Debit,28,"21-30","233 Oak Drive",Female,686,Sedang
1644,Mastercard,Credit,83,"81-90","637 Seventh Street",Male,686,Sedang
1645,Mastercard,Debit (Prepaid),62,"61-70","58 Federal Lane",Female,716,Cukup Baik
1646,Mastercard,Credit,54,"51-60","0 Ocean Boulevard",Male,714,Cukup Baik
1647,Mastercard,Credit,18,"10-20","1358 Plum Avenue",Female,684,Sedang
1648,Mastercard,Debit,66,"61-70","211 Valley Street",Female,621,Sedang
1649,Mastercard,Debit (Prepaid),64,"61-70","8146 Third Avenue",Male,729,Cukup Baik
1650,Mastercard,Debit,18,"10-20","701 Pine Drive",Male,687,Sedang
1651,Mastercard,Debit,33,"31-40","632 Pine Drive",Male,739,Cukup Baik
1652,Mastercard,Debit,51,"51-60","733 Maple Drive",Female,728,Cukup Baik
1653,Mastercard,Debit,42,"41-50","603 Rose Avenue",Male,681,Sedang
1654,Mastercard,Debit,43,"41-50","385 Pine Drive",Male,693,Sedang
1655,Mastercard,Debit (Prepaid),57,"51-60","2547 El Camino Street",Male,830,Cukup Baik
1656,Mastercard,Debit,35,"31-40","350 Third Avenue",Female,706,Cukup Baik
1657,Mastercard,Debit,35,"31-40","600 River Lane",Male,655,Sedang
1658,Mastercard,Debit,28,"21-30","8128 Hillside Avenue",Female,695,Sedang
1659,Mastercard,Credit,94,"91+","4570 Valley Stream Lane",Female,782,Cukup Baik
1660,Mastercard,Debit,41,"41-50","40 Washington Drive",Female,723,Cukup Baik
1661,Mastercard,Debit,42,"41-50","939 Main Lane",Female,728,Cukup Baik
1662,Mastercard,Debit (Prepaid),41,"41-50","469 Pine Street",Male,712,Cukup Baik
1663,Mastercard,Credit,24,"21-30","276 12th Boulevard",Male,581,Buruk
1664,Mastercard,Debit,38,"31-40","311 Fifth Drive",Male,791,Cukup Baik
1665,Mastercard,Debit,19,"10-20","3804 Ninth Street",Male,665,Sedang
1666,Mastercard,Debit,61,"61-70","649 Spruce Boulevard",Male,578,Buruk
1667,Mastercard,Debit,18,"10-20","18 Bayview Avenue",Male,588,Buruk
1668,Mastercard,Debit,92,"91+","619 North Avenue",Male,751,Cukup Baik
1669,Mastercard,Debit,44,"41-50","6308 Maple Avenue",Male,698,Sedang
1670,Mastercard,Debit,68,"61-70","46 Lincoln Lane",Male,732,Cukup Baik
1671,Mastercard,Debit,50,"41-50","1559 Tenth Street",Male,604,Sedang
1672,Mastercard,Debit,28,"21-30","919 Washington Drive",Male,792,Cukup Baik
1673,Mastercard,Debit,41,"41-50","133 Grant Lane",Male,772,Cukup Baik
1674,Mastercard,Debit,70,"61-70","5073 Wessex Avenue",Male,712,Cukup Baik
1675,Mastercard,Debit,36,"31-40","97 Little Creek Boulevard",Male,767,Cukup Baik
1676,Mastercard,Credit,51,"51-60","919 Martin Luther King Lane",Male,681,Sedang
1677,Mastercard,Credit,51,"51-60","849 Littlewood Drive",Male,671,Sedang
1678,Mastercard,Credit,36,"31-40","296 Pine Boulevard",Male,685,Sedang
1679,Mastercard,Debit,18,"10-20","829 Fourth Boulevard",Female,776,Cukup Baik
1680,Mastercard,Debit,59,"51-60","4701 Littlewood Drive",Female,598,Buruk
1681,Mastercard,Debit,21,"21-30","21 Birch Drive",Male,746,Cukup Baik
1682,Mastercard,Debit,57,"51-60","241 Hillside Lane",Male,716,Cukup Baik
1683,Mastercard,Credit,43,"41-50","85 East Drive",Male,850,Cukup Baik
1684,Mastercard,Debit,56,"51-60","27019 Madison Lane",Male,782,Cukup Baik
1685,Mastercard,Debit,53,"51-60","5886 Ninth Boulevard",Male,681,Sedang
1686,Mastercard,Credit,54,"51-60","401 North Avenue",Female,708,Cukup Baik
1687,Mastercard,Credit,70,"61-70","469 Grant Lane",Female,621,Sedang
1688,Mastercard,Debit,27,"21-30","8555 Eighth Avenue",Female,743,Cukup Baik
1689,Mastercard,Credit,21,"21-30","93 Plum Lane",Female,637,Sedang
1690,Mastercard,Debit (Prepaid),18,"10-20","356 Plum Boulevard",Female,630,Sedang
1691,Mastercard,Debit,23,"21-30","5459 El Camino Avenue",Female,692,Sedang
1692,Mastercard,Credit,81,"81-90","97339 Lake Avenue",Female,542,Buruk
1693,Mastercard,Debit (Prepaid),36,"31-40","478 East Drive",Female,702,Cukup Baik
1694,Mastercard,Debit,83,"81-90","480 Catherine Drive",Female,726,Cukup Baik
1695,Mastercard,Debit,45,"41-50","238 Ocean View Lane",Female,709,Cukup Baik
1696,Mastercard,Credit,63,"61-70","4461 Hill Street",Female,606,Sedang
